Picked up JAVA_TOOL_OPTIONS: -Xms64m -Xmx256m
DEBUG 2026-09-26 08:43:35.027 main AgentPackagePath : The beacon class location is jar:file:/opt/skywalking/agent/skywalking-agent.jar!/org/apache/skywalking/apm/agent/core/boot/AgentPackagePath.class. 
INFO 2026-09-26 08:43:35.029 main SnifferConfigInitializer : Config file found in /opt/skywalking/agent/config/agent.config. 
INFO 2026-09-26 08:43:35.093 main SnifferConfigInitializer : SnifferConfigInitializer url:jar:file:/app/app.jar!/META-INF/MANIFEST.MF 
INFO 2026-09-26 08:43:35.098 main SnifferConfigInitializer : SnifferConfigInitializer url:jar:file:/opt/skywalking/agent/skywalking-agent.jar!/META-INF/MANIFEST.MF 
INFO 2026-09-26 08:43:35.107 main AgentClassLoader : /opt/skywalking/agent/plugins/motan-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.108 main AgentClassLoader : /opt/skywalking/agent/plugins/sofa-rpc-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.109 main AgentClassLoader : /opt/skywalking/agent/plugins/baidu-brpc-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.110 main AgentClassLoader : /opt/skywalking/agent/plugins/baidu-brpc-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.111 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-httpasyncclient-4.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.112 main AgentClassLoader : /opt/skywalking/agent/plugins/solon-2.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.112 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-undertow-2.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.114 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-postgresql-8.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.115 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-xxl-job-2.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.117 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-okhttp-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.119 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-springmvc-annotation-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.122 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-light4j-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.124 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-vertx-core-4.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.125 main AgentClassLoader : /opt/skywalking/agent/plugins/resteasy-server-6.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.126 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-undertow-worker-thread-pool-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.127 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-spring-cloud-feign-2.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.130 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-sharding-sphere-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.131 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-okhttp-common-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.132 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-kylin-jdbc-2.6.x-3.x-4.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.133 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-spring-concurrent-util-4.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.134 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-redisson-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.135 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-h2-1.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.135 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-activemq-5.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.136 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-hutool-http-5.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.137 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-pulsar-2.8.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.138 main AgentClassLoader : /opt/skywalking/agent/plugins/spring-commons-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.138 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-nutz-mvc-annotation-1.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.139 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-mongodb-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.140 main AgentClassLoader : /opt/skywalking/agent/plugins/spring-webflux-5.x-webclient-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.140 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-vertx-core-3.x-plugin-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.141 main AgentClassLoader : /opt/skywalking/agent/plugins/dubbo-3.x-conflict-patch-9.4.0.jar loaded. 
INFO 2026-09-26 08:43:35.142 main AgentClassLoader : /opt/skywalking/agent/plugins/apm-kafka-commons-9.4.0.jar loaded. 
